county,district_id,district_name,district_office_flag,age,year,population,deaths,death_rate
Fannin,1-2,North Georgia Health District,0,NA,2000,361,0,0
Franklin,2,North Health District,0,NA,2000,367,0,0
Gilmer,1-2,North Georgia Health District,0,NA,2000,286,0,0
Glascock,6,East Central Health District,0,NA,2000,83,0,0
Grady,8-2,Southwest Health District,0,NA,2000,410,0,0
Greene,10,Northeast Health District,0,NA,2000,230,0,0
Hancock,5-2,North Central Health District,0,NA,2000,134,0,0
Haralson,1-1,Northwest Georgia Health District,0,NA,2000,359,0,0
Harris,7,West Central Health District,0,NA,2000,264,0,0
Hart,2,North Health District,0,NA,2000,394,0,0
Heard,4,District 4 Health District,0,NA,2000,110,0,0
Irwin,8-1,South Health District,0,NA,2000,191,0,0
Jasper,5-2,North Central Health District,0,NA,2000,132,0,0
Jeff Davis,9-2,Southeast Health District,0,NA,2000,158,0,0
Jefferson,6,East Central Health District,0,NA,2000,302,0,0
Jenkins,6,East Central Health District,0,NA,2000,129,0,0
Johnson,5-1,South Central Health District,0,NA,2000,185,0,0
Jones,5-2,North Central Health District,0,NA,2000,253,0,0
Lamar,4,District 4 Health District,0,NA,2000,232,0,0
Lanier,8-1,South Health District,0,NA,2000,102,0,0
Lee,8-2,Southwest Health District,0,NA,2000,141,0,0
Lincoln,6,East Central Health District,0,NA,2000,97,0,0
Long,9-1,Coastal Health District,0,NA,2000,47,0,0
Lumpkin,2,North Health District,0,NA,2000,242,0,0
McDuffie,6,East Central Health District,0,NA,2000,301,0,0
McIntosh,9-1,Coastal Health District,0,NA,2000,125,0,0
Macon,7,West Central Health District,0,NA,2000,235,0,0
Madison,10,Northeast Health District,0,NA,2000,283,0,0
Marion,7,West Central Health District,0,NA,2000,92,0,0
Meriwether,4,District 4 Health District,0,NA,2000,365,0,0
Miller,8-2,Southwest Health District,0,NA,2000,168,0,0
Mitchell,8-2,Southwest Health District,0,NA,2000,357,0,0
Monroe,5-2,North Central Health District,0,NA,2000,250,0,0
Montgomery,5-1,South Central Health District,0,NA,2000,85,0,0
Morgan,10,Northeast Health District,0,NA,2000,251,0,0
Oconee,10,Northeast Health District,0,NA,2000,286,0,0
Oglethorpe,10,Northeast Health District,0,NA,2000,173,0,0
Peach,5-2,North Central Health District,0,NA,2000,221,0,0
Pickens,1-2,North Georgia Health District,0,NA,2000,303,0,0
Pierce,9-2,Southeast Health District,0,NA,2000,217,0,0
Pike,4,District 4 Health District,0,NA,2000,136,0,0
Pulaski,5-1,South Central Health District,0,NA,2000,180,0,0
Putnam,5-2,North Central Health District,0,NA,2000,201,0,0
Quitman,7,West Central Health District,0,NA,2000,41,0,0
Rabun,2,North Health District,0,NA,2000,262,0,0
Randolph,7,West Central Health District,0,NA,2000,171,0,0
Schley,7,West Central Health District,0,NA,2000,40,0,0
Screven,6,East Central Health District,0,NA,2000,254,0,0
Seminole,8-2,Southwest Health District,0,NA,2000,153,0,0
Stephens,2,North Health District,0,NA,2000,461,0,0
Stewart,7,West Central Health District,0,NA,2000,163,0,0
Sumter,7,West Central Health District,0,NA,2000,706,0,0
Talbot,7,West Central Health District,0,NA,2000,117,0,0
Taliaferro,6,East Central Health District,0,NA,2000,43,0,0
Tattnall,9-2,Southeast Health District,0,NA,2000,303,0,0
Taylor,7,West Central Health District,0,NA,2000,143,0,0
Telfair,5-1,South Central Health District,0,NA,2000,248,0,0
Terrell,8-2,Southwest Health District,0,NA,2000,189,0,0
Toombs,9-2,Southeast Health District,0,NA,2000,446,0,0
Towns,2,North Health District,0,NA,2000,266,0,0
Treutlen,5-1,South Central Health District,0,NA,2000,112,0,0
Turner,8-1,South Health District,0,NA,2000,155,0,0
Twiggs,5-2,North Central Health District,0,NA,2000,116,0,0
Union,2,North Health District,0,NA,2000,406,0,0
Upson,4,District 4 Health District,0,NA,2000,543,0,0
Warren,6,East Central Health District,0,NA,2000,161,0,0
Washington,5-2,North Central Health District,0,NA,2000,419,0,0
Wayne,9-2,Southeast Health District,0,NA,2000,290,0,0
Webster,7,West Central Health District,0,NA,2000,46,0,0
Wheeler,5-1,South Central Health District,0,NA,2000,104,0,0
White,2,North Health District,0,NA,2000,262,0,0
Wilcox,5-1,South Central Health District,0,NA,2000,157,0,0
Wilkes,6,East Central Health District,0,NA,2000,242,0,0
Wilkinson,5-2,North Central Health District,0,NA,2000,135,0,0
Worth,8-2,Southwest Health District,0,NA,2000,296,0,0
Baldwin,5-2,North Central Health District,0,NA,2000,532,0,0
Barrow,10,Northeast Health District,0,NA,2000,514,0,0
Bartow,1-1,Northwest Georgia Health District,0,NA,2000,740,0,0
Bibb,5-2,North Central Health District,1,NA,2000,2320,0,0
Bulloch,9-2,Southeast Health District,0,NA,2000,591,0,0
Camden,9-1,Coastal Health District,0,NA,2000,189,0,0
Carroll,4,District 4 Health District,0,NA,2000,1046,0,0
Catoosa,1-1,Northwest Georgia Health District,0,NA,2000,577,0,0
Chatham,9-1,Coastal Health District,0,NA,2000,3434,0,0
Cherokee,1-2,North Georgia Health District,1,NA,2000,890,0,0
Clarke,10,Northeast Health District,1,NA,2000,1015,0,0
Clayton,3-3,Clayton County Health District,1,NA,2000,1100,0,0
Cobb,3-1,Cobb/Douglas Health District,1,NA,2000,4156,0,0
Coffee,9-2,Southeast Health District,0,NA,2000,435,0,0
Colquitt,8-2,Southwest Health District,0,NA,2000,607,0,0
Columbia,6,East Central Health District,0,NA,2000,790,0,0
Coweta,4,District 4 Health District,0,NA,2000,792,0,0
DeKalb,3-5,DeKalb Health District,1,NA,2000,6409,1,1.5603058199407084e-4
Dougherty,8-2,Southwest Health District,1,NA,2000,1253,0,0
Douglas,3-1,Cobb/Douglas Health District,0,NA,2000,685,0,0
Effingham,9-1,Coastal Health District,0,NA,2000,291,0,0
Fayette,4,District 4 Health District,0,NA,2000,817,0,0
Floyd,1-1,Northwest Georgia Health District,1,NA,2000,1464,0,0
Forsyth,2,North Health District,0,NA,2000,663,0,0
Fulton,3-2,Fulton County Board of Health,1,NA,2000,9610,0,0
Glynn,9-1,Coastal Health District,1,NA,2000,1086,0,0
Gordon,1-1,Northwest Georgia Health District,0,NA,2000,476,0,0
Gwinnett,3-4,East Metro Health District,1,NA,2000,2890,0,0
Habersham,2,North Health District,0,NA,2000,522,0,0
Hall,2,North Health District,1,NA,2000,1349,0,0
Henry,4,District 4 Health District,0,NA,2000,807,0,0
Houston,5-2,North Central Health District,0,NA,2000,808,0,0
Jackson,10,Northeast Health District,0,NA,2000,524,0,0
Laurens,5-1,South Central Health District,1,NA,2000,741,0,0
Liberty,9-1,Coastal Health District,0,NA,2000,218,0,0
Lowndes,8-1,South Health District,1,NA,2000,876,0,0
Murray,1-2,North Georgia Health District,0,NA,2000,271,0,0
Muscogee,7,West Central Health District,1,NA,2000,2401,0,0
Newton,3-4,East Metro Health District,0,NA,2000,651,0,0
Paulding,1-1,Northwest Georgia Health District,0,NA,2000,432,0,0
Polk,1-1,Northwest Georgia Health District,0,NA,2000,573,0,0
Richmond,6,East Central Health District,1,NA,2000,2207,0,0
Rockdale,3-4,East Metro Health District,0,NA,2000,632,0,0
Spalding,4,District 4 Health District,0,NA,2000,799,0,0
Thomas,8-2,Southwest Health District,0,NA,2000,800,0,0
Tift,8-1,South Health District,0,NA,2000,532,0,0
Troup,4,District 4 Health District,1,NA,2000,945,0,0
Walker,1-1,Northwest Georgia Health District,0,NA,2000,884,0,0
Walton,10,Northeast Health District,0,NA,2000,657,0,0
Ware,9-2,Southeast Health District,1,NA,2000,704,0,0
Whitfield,1-2,North Georgia Health District,0,NA,2000,928,0,0
Appling,9-2,Southeast Health District,0,NA,2001,224,0,0
Atkinson,9-2,Southeast Health District,0,NA,2001,86,0,0
Bacon,9-2,Southeast Health District,0,NA,2001,105,0,0
Baker,8-2,Southwest Health District,0,NA,2001,78,0,0
Banks,2,North Health District,0,NA,2001,134,0,0
Ben Hill,8-1,South Health District,0,NA,2001,310,0,0
Berrien,8-1,South Health District,0,NA,2001,227,0,0
Bleckley,5-1,South Central Health District,0,NA,2001,168,0,0
Brantley,9-2,Southeast Health District,0,NA,2001,133,0,0
Brooks,8-1,South Health District,0,NA,2001,363,0,0
Bryan,9-1,Coastal Health District,0,NA,2001,185,0,0
Burke,6,East Central Health District,0,NA,2001,278,0,0
Butts,4,District 4 Health District,0,NA,2001,245,0,0
Calhoun,8-2,Southwest Health District,0,NA,2001,110,0,0
Candler,9-2,Southeast Health District,0,NA,2001,224,0,0
Charlton,9-2,Southeast Health District,0,NA,2001,109,0,0
Chattahoochee,7,West Central Health District,0,NA,2001,8,0,0
Chattooga,1-1,Northwest Georgia Health District,0,NA,2001,388,0,0
Clay,7,West Central Health District,0,NA,2001,79,0,0
Clinch,9-2,Southeast Health District,0,NA,2001,57,0,0
Cook,8-1,South Health District,0,NA,2001,236,0,0
Crawford,5-2,North Central Health District,0,NA,2001,115,0,0
Crisp,7,West Central Health District,0,NA,2001,363,0,0
Dade,1-1,Northwest Georgia Health District,0,NA,2001,157,0,0
Dawson,2,North Health District,0,NA,2001,80,0,0
Decatur,8-2,Southwest Health District,0,NA,2001,437,0,0
Dodge,5-1,South Central Health District,0,NA,2001,313,0,0
Dooly,7,West Central Health District,0,NA,2001,188,0,0
Early,8-2,Southwest Health District,0,NA,2001,293,0,0
Echols,8-1,South Health District,0,NA,2001,28,0,0
Elbert,10,Northeast Health District,0,NA,2001,341,0,0
Emanuel,6,East Central Health District,0,NA,2001,354,0,0
Evans,9-2,Southeast Health District,0,NA,2001,182,0,0
Fannin,1-2,North Georgia Health District,0,NA,2001,367,0,0
Franklin,2,North Health District,0,NA,2001,362,0,0
Gilmer,1-2,North Georgia Health District,0,NA,2001,296,0,0
Glascock,6,East Central Health District,0,NA,2001,76,0,0
Grady,8-2,Southwest Health District,0,NA,2001,416,0,0
Greene,10,Northeast Health District,0,NA,2001,227,0,0
Hancock,5-2,North Central Health District,0,NA,2001,144,0,0
Haralson,1-1,Northwest Georgia Health District,0,NA,2001,399,0,0
Harris,7,West Central Health District,0,NA,2001,259,0,0
Hart,2,North Health District,0,NA,2001,379,0,0
Heard,4,District 4 Health District,0,NA,2001,135,0,0
Irwin,8-1,South Health District,0,NA,2001,198,0,0
Jasper,5-2,North Central Health District,0,NA,2001,116,0,0
Jeff Davis,9-2,Southeast Health District,0,NA,2001,156,0,0
Jefferson,6,East Central Health District,0,NA,2001,308,0,0
Jenkins,6,East Central Health District,0,NA,2001,131,0,0
Johnson,5-1,South Central Health District,0,NA,2001,180,0,0
Jones,5-2,North Central Health District,0,NA,2001,265,0,0
Lamar,4,District 4 Health District,0,NA,2001,236,0,0
Lanier,8-1,South Health District,0,NA,2001,96,0,0
Lee,8-2,Southwest Health District,0,NA,2001,134,0,0
Lincoln,6,East Central Health District,0,NA,2001,88,0,0
Long,9-1,Coastal Health District,0,NA,2001,50,0,0
Lumpkin,2,North Health District,0,NA,2001,236,0,0
McDuffie,6,East Central Health District,0,NA,2001,298,0,0
McIntosh,9-1,Coastal Health District,0,NA,2001,118,0,0
Macon,7,West Central Health District,0,NA,2001,228,0,0
Madison,10,Northeast Health District,0,NA,2001,292,0,0
Marion,7,West Central Health District,0,NA,2001,98,0,0
Meriwether,4,District 4 Health District,0,NA,2001,355,0,0
Miller,8-2,Southwest Health District,0,NA,2001,160,0,0
Mitchell,8-2,Southwest Health District,0,NA,2001,354,0,0
Monroe,5-2,North Central Health District,0,NA,2001,244,0,0
Montgomery,5-1,South Central Health District,0,NA,2001,85,0,0
Morgan,10,Northeast Health District,0,NA,2001,261,0,0
Oconee,10,Northeast Health District,0,NA,2001,290,0,0
Oglethorpe,10,Northeast Health District,0,NA,2001,183,0,0
Peach,5-2,North Central Health District,0,NA,2001,208,0,0
Pickens,1-2,North Georgia Health District,0,NA,2001,297,0,0
Pierce,9-2,Southeast Health District,0,NA,2001,207,0,0
Pike,4,District 4 Health District,0,NA,2001,140,0,0
Pulaski,5-1,South Central Health District,0,NA,2001,175,0,0
Putnam,5-2,North Central Health District,0,NA,2001,200,0,0
Quitman,7,West Central Health District,0,NA,2001,55,0,0
Rabun,2,North Health District,0,NA,2001,267,0,0
Randolph,7,West Central Health District,0,NA,2001,163,0,0
Schley,7,West Central Health District,0,NA,2001,44,0,0
Screven,6,East Central Health District,0,NA,2001,255,0,0
Seminole,8-2,Southwest Health District,0,NA,2001,151,0,0
Stephens,2,North Health District,0,NA,2001,460,0,0
Stewart,7,West Central Health District,0,NA,2001,157,0,0
Sumter,7,West Central Health District,0,NA,2001,683,0,0
Talbot,7,West Central Health District,0,NA,2001,112,0,0
Taliaferro,6,East Central Health District,0,NA,2001,47,0,0
Tattnall,9-2,Southeast Health District,0,NA,2001,297,0,0
Taylor,7,West Central Health District,0,NA,2001,150,0,0
Telfair,5-1,South Central Health District,0,NA,2001,247,0,0
Terrell,8-2,Southwest Health District,0,NA,2001,189,0,0
Toombs,9-2,Southeast Health District,0,NA,2001,429,0,0
Towns,2,North Health District,0,NA,2001,273,0,0
Treutlen,5-1,South Central Health District,0,NA,2001,115,0,0
Turner,8-1,South Health District,0,NA,2001,156,0,0
Twiggs,5-2,North Central Health District,0,NA,2001,111,0,0
Union,2,North Health District,0,NA,2001,434,0,0
Upson,4,District 4 Health District,0,NA,2001,535,0,0
Warren,6,East Central Health District,0,NA,2001,148,0,0
Washington,5-2,North Central Health District,0,NA,2001,390,0,0
Wayne,9-2,Southeast Health District,0,NA,2001,292,0,0
Webster,7,West Central Health District,0,NA,2001,46,0,0
Wheeler,5-1,South Central Health District,0,NA,2001,121,0,0
White,2,North Health District,0,NA,2001,264,0,0
Wilcox,5-1,South Central Health District,0,NA,2001,151,0,0
Wilkes,6,East Central Health District,0,NA,2001,238,0,0
Wilkinson,5-2,North Central Health District,0,NA,2001,126,0,0
Worth,8-2,Southwest Health District,0,NA,2001,299,0,0
Baldwin,5-2,North Central Health District,0,NA,2001,526,0,0
Barrow,10,Northeast Health District,0,NA,2001,489,0,0
Bartow,1-1,Northwest Georgia Health District,0,NA,2001,737,0,0
Bibb,5-2,North Central Health District,1,NA,2001,2288,0,0
Bulloch,9-2,Southeast Health District,0,NA,2001,612,0,0
Camden,9-1,Coastal Health District,0,NA,2001,190,0,0
Carroll,4,District 4 Health District,0,NA,2001,1031,0,0
Catoosa,1-1,Northwest Georgia Health District,0,NA,2001,608,0,0
Chatham,9-1,Coastal Health District,0,NA,2001,3458,0,0
Cherokee,1-2,North Georgia Health District,1,NA,2001,894,0,0
Clarke,10,Northeast Health District,1,NA,2001,990,0,0
Clayton,3-3,Clayton County Health District,1,NA,2001,1148,0,0
Cobb,3-1,Cobb/Douglas Health District,1,NA,2001,4386,1,2.2799817601459188e-4
Coffee,9-2,Southeast Health District,0,NA,2001,463,0,0
Colquitt,8-2,Southwest Health District,0,NA,2001,615,0,0
Columbia,6,East Central Health District,0,NA,2001,812,0,0
Coweta,4,District 4 Health District,0,NA,2001,819,0,0
DeKalb,3-5,DeKalb Health District,1,NA,2001,6386,0,0
Dougherty,8-2,Southwest Health District,1,NA,2001,1253,0,0
Douglas,3-1,Cobb/Douglas Health District,0,NA,2001,711,0,0
Effingham,9-1,Coastal Health District,0,NA,2001,290,0,0
Fayette,4,District 4 Health District,0,NA,2001,883,0,0
Floyd,1-1,Northwest Georgia Health District,1,NA,2001,1424,0,0
Forsyth,2,North Health District,0,NA,2001,706,0,0
Fulton,3-2,Fulton County Board of Health,1,NA,2001,9395,0,0
Glynn,9-1,Coastal Health District,1,NA,2001,1092,0,0
Gordon,1-1,Northwest Georgia Health District,0,NA,2001,476,0,0
Gwinnett,3-4,East Metro Health District,1,NA,2001,3059,0,0
Habersham,2,North Health District,0,NA,2001,498,0,0
Hall,2,North Health District,1,NA,2001,1405,0,0
Henry,4,District 4 Health District,0,NA,2001,839,0,0
Houston,5-2,North Central Health District,0,NA,2001,842,0,0
Jackson,10,Northeast Health District,0,NA,2001,502,0,0
Laurens,5-1,South Central Health District,1,NA,2001,775,0,0
Liberty,9-1,Coastal Health District,0,NA,2001,215,0,0
Lowndes,8-1,South Health District,1,NA,2001,885,0,0
Murray,1-2,North Georgia Health District,0,NA,2001,266,0,0
Muscogee,7,West Central Health District,1,NA,2001,2375,0,0
Newton,3-4,East Metro Health District,0,NA,2001,670,0,0
Paulding,1-1,Northwest Georgia Health District,0,NA,2001,454,0,0
Polk,1-1,Northwest Georgia Health District,0,NA,2001,594,0,0
Richmond,6,East Central Health District,1,NA,2001,2111,0,0
Rockdale,3-4,East Metro Health District,0,NA,2001,624,0,0
Spalding,4,District 4 Health District,0,NA,2001,783,0,0
Thomas,8-2,Southwest Health District,0,NA,2001,779,0,0
Tift,8-1,South Health District,0,NA,2001,516,0,0
Troup,4,District 4 Health District,1,NA,2001,935,0,0
Walker,1-1,Northwest Georgia Health District,0,NA,2001,895,0,0
Walton,10,Northeast Health District,0,NA,2001,669,0,0
Ware,9-2,Southeast Health District,1,NA,2001,700,0,0
Whitfield,1-2,North Georgia Health District,0,NA,2001,938,0,0
Appling,9-2,Southeast Health District,0,NA,2002,209,0,0
Atkinson,9-2,Southeast Health District,0,NA,2002,84,0,0
Bacon,9-2,Southeast Health District,0,NA,2002,104,0,0
Baker,8-2,Southwest Health District,0,NA,2002,76,0,0
Banks,2,North Health District,0,NA,2002,146,0,0
Ben Hill,8-1,South Health District,0,NA,2002,282,0,0
Berrien,8-1,South Health District,0,NA,2002,218,0,0
Bleckley,5-1,South Central Health District,0,NA,2002,174,0,0
Brantley,9-2,Southeast Health District,0,NA,2002,133,0,0
Brooks,8-1,South Health District,0,NA,2002,358,0,0
Bryan,9-1,Coastal Health District,0,NA,2002,179,0,0
Burke,6,East Central Health District,0,NA,2002,262,0,0
Butts,4,District 4 Health District,0,NA,2002,246,0,0
Calhoun,8-2,Southwest Health District,0,NA,2002,95,0,0
Candler,9-2,Southeast Health District,0,NA,2002,220,0,0
Charlton,9-2,Southeast Health District,0,NA,2002,108,0,0
Chattahoochee,7,West Central Health District,0,NA,2002,9,0,0
Chattooga,1-1,Northwest Georgia Health District,0,NA,2002,394,0,0
Clay,7,West Central Health District,0,NA,2002,82,0,0
Clinch,9-2,Southeast Health District,0,NA,2002,63,0,0
Cook,8-1,South Health District,0,NA,2002,237,0,0
Crawford,5-2,North Central Health District,0,NA,2002,106,0,0
Crisp,7,West Central Health District,0,NA,2002,364,0,0
Dade,1-1,Northwest Georgia Health District,0,NA,2002,159,0,0
Dawson,2,North Health District,0,NA,2002,87,0,0
Decatur,8-2,Southwest Health District,0,NA,2002,470,0,0
Dodge,5-1,South Central Health District,0,NA,2002,303,0,0
Dooly,7,West Central Health District,0,NA,2002,181,0,0
Early,8-2,Southwest Health District,0,NA,2002,286,0,0
Echols,8-1,South Health District,0,NA,2002,26,0,0
Elbert,10,Northeast Health District,0,NA,2002,343,0,0
Emanuel,6,East Central Health District,0,NA,2002,347,0,0
Evans,9-2,Southeast Health District,0,NA,2002,171,0,0
Fannin,1-2,North Georgia Health District,0,NA,2002,397,0,0
Franklin,2,North Health District,0,NA,2002,353,0,0
Gilmer,1-2,North Georgia Health District,0,NA,2002,313,0,0
Glascock,6,East Central Health District,0,NA,2002,74,0,0
Grady,8-2,Southwest Health District,0,NA,2002,405,0,0
Greene,10,Northeast Health District,0,NA,2002,232,0,0
Hancock,5-2,North Central Health District,0,NA,2002,124,0,0
Haralson,1-1,Northwest Georgia Health District,0,NA,2002,355,0,0
Harris,7,West Central Health District,0,NA,2002,285,0,0
Hart,2,North Health District,0,NA,2002,386,0,0
Heard,4,District 4 Health District,0,NA,2002,144,0,0
Irwin,8-1,South Health District,0,NA,2002,185,0,0
Jasper,5-2,North Central Health District,0,NA,2002,119,0,0
Jeff Davis,9-2,Southeast Health District,0,NA,2002,142,0,0
